OriginalRow,OriginalText,CleanText,MatchedCategories,FinalCategory
1271,Playing badminton listening music  walking ,playing badminton listening music  walking,"Sports (badminton), Music & Dance (music), Fitness & Gym (walking), Mind & Wellness (listening)","Fitness & Gym (walking), Mind & Wellness (listening), Music & Dance (music), Sports (badminton)"
1272,Watching and playing cricket,watching and playing cricket,"Sports (cricket), Entertainment (watching)","Entertainment (watching), Sports (cricket)"
1273,Cricket editing ,cricket editing,Sports (cricket),Sports (cricket)
1274,Theatre scripting,theatre scripting,Reading & Writing (script),Reading & Writing (script)
1275,Money making ,money making,Business & Finance (money making),Business & Finance (money making)
1276,drawing ,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
1277,Coding ,coding,Technology & Coding (coding),Technology & Coding (coding)
1278,Cooking and dancing,cooking and dancing,"Music & Dance (dancing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dancing)"
1279,Basketball and watching F1,basketball and watching f1,"Sports (basketball), Entertainment (watching)","Entertainment (watching), Sports (basketball)"
1280,Basketball ,basketball,Sports (basketball),Sports (basketball)
1281,Listening music,listening music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
1282,Cooking playing kabadi ,cooking playing kabadi,Cooking & Baking (cook),Cooking & Baking (cook)
1283,Movies and video games,movies and video games,"Gaming (game), Entertainment (movie)","Entertainment (movie), Gaming (game)"
1284,Art fashion ,art fashion,Arts & Crafts (art),Arts & Crafts (art)
1285,Playing virtual games badminton.,playing virtual games badminton,"Sports (badminton), Gaming (game)","Gaming (game), Sports (badminton)"
1286,Web crawling playing sports reading books trekking ,web crawling playing sports reading books trekking,"Sports (sport), Reading & Writing (read), Travel & Adventure (trek)","Reading & Writing (read), Sports (sport), Travel & Adventure (trek)"
1287,Playing Computer games Reading books Learning new Skills,playing computer games reading books learning new skills,"Reading & Writing (read), Technology & Coding (computer), Gaming (game), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Gaming (game), Reading & Writing (read), Technology & Coding (computer)"
1288,I love to play and watch cricket. ,i love to play and watch cricket,"Sports (cricket), Entertainment (watch)","Entertainment (watch), Sports (cricket)"
1289,Dancingsingingartplaying instrumentsetc,dancingsingingartplaying instrumentsetc,"Arts & Crafts (art), Music & Dance (singing)","Arts & Crafts (art), Music & Dance (singing)"
1290,Playing Table Tennis and listening podcast,playing table tennis and listening podcast,"Sports (tennis), Mind & Wellness (listening)","Mind & Wellness (listening), Sports (tennis)"
1291,CRICKET ðŸ,cricket ðÿ,Sports (cricket),Sports (cricket)
1292,Cricket and music,cricket and music,"Sports (cricket), Music & Dance (music)","Music & Dance (music), Sports (cricket)"
1293,Learning new things everday watching sunrise and sunset,learning new things everday watching sunrise and sunset,"Reading & Writing (learn), Design (new), Education & Study (learning), Entertainment (watching)","Design (new), Education & Study (learning), Entertainment (watching), Reading & Writing (learn)"
1294,None,none,,None (explicit none match)
1295,Cooking,cooking,Cooking & Baking (cook),Cooking & Baking (cook)
1296,Playing Volleyball Hangout With Friends at Night ,playing volleyball hangout with friends at night,Sports (volley),Sports (volley)
1297,Workout at GYM,workout at gym,Fitness & Gym (gym),Fitness & Gym (gym)
1298,Travelling with Family and friends Solving Mathematical problems Dancing,travelling with family and friends solving mathematical problems dancing,"Music & Dance (dancing), Travel & Adventure (travel), Education & Study (math), Mind & Wellness (family)","Education & Study (math), Mind & Wellness (family), Music & Dance (dancing), Travel & Adventure (travel)"
1299,Travelling ,travelling,Travel & Adventure (travel),Travel & Adventure (travel)
1300,Reading and cooking.,reading and cooking,"Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read)"
1301,Cooking,cooking,Cooking & Baking (cook),Cooking & Baking (cook)
1302,Railfanning ,railfanning,Automotive & Racing (railfanning),Automotive & Racing (railfanning)
1303,Gym,gym,Fitness & Gym (gym),Fitness & Gym (gym)
1304,Cooking ,cooking,Cooking & Baking (cook),Cooking & Baking (cook)
1305,Playing Chess,playing chess,Sports (chess),Sports (chess)
1306,Music,music,Music & Dance (music),Music & Dance (music)
1307,Trying new places  organizing  cooking  watching shows and movies  making entertaining videos etc.video,trying new places  organizing  cooking  watching shows and movies  making entertaining videos etc video,"Cooking & Baking (cook), Design (new), Entertainment (movie)","Cooking & Baking (cook), Design (new), Entertainment (movie)"
1308,Reading and playing cricket ,reading and playing cricket,"Sports (cricket), Reading & Writing (read)","Reading & Writing (read), Sports (cricket)"
1309,Gym,gym,Fitness & Gym (gym),Fitness & Gym (gym)
1310,Music dance eager to learn new things or gain knowledge. ,music dance eager to learn new things or gain knowledge,"Music & Dance (music), Reading & Writing (learn), Design (new), Education & Study (knowledge)","Design (new), Education & Study (knowledge), Music & Dance (music), Reading & Writing (learn)"
1311,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1312,Playing games,playing games,Gaming (game),Gaming (game)
1313,playing video games and learning new languages ,playing video games and learning new languages,"Reading & Writing (learn), Gaming (game), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Gaming (game), Reading & Writing (learn)"
1314,football,football,Sports (football),Sports (football)
1315,Gym cricket ,gym cricket,"Sports (cricket), Fitness & Gym (gym)","Fitness & Gym (gym), Sports (cricket)"
1316,Reading Gardening Travelling,reading gardening travelling,"Reading & Writing (read), Travel & Adventure (travel), Gardening (gardening)","Gardening (gardening), Reading & Writing (read), Travel & Adventure (travel)"
1317,Reading History Cooking ,reading history cooking,"Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read)"
1318,Travelling reading ,travelling reading,"Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Travel & Adventure (travel)"
1319,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1320,Travelling cooking listening music,travelling cooking listening music,"Music & Dance (music), Travel & Adventure (travel), Cooking & Baking (cook), Mind & Wellness (listening)","Cooking & Baking (cook), Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (travel)"
1321,Video Games Watching Anime,video games watching anime,"Gaming (game), Entertainment (watching)","Entertainment (watching), Gaming (game)"
1322,Badminton and Reading ,badminton and reading,"Sports (badminton), Reading & Writing (read)","Reading & Writing (read), Sports (badminton)"
1323,Music,music,Music & Dance (music),Music & Dance (music)
1324,reading traveling ,reading traveling,"Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Travel & Adventure (travel)"
1325,Sports ,sports,Sports (sport),Sports (sport)
1326,Cricket ,cricket,Sports (cricket),Sports (cricket)
1327,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
1328,Gaming,gaming,Gaming (gaming),Gaming (gaming)
1329,Playing Sports,playing sports,Sports (sport),Sports (sport)
1330,Dance  reading  travelling ,dance  reading  travelling,"Music & Dance (dance), Reading & Writing (read), Travel & Adventure (travel)","Music & Dance (dance), Reading & Writing (read), Travel & Adventure (travel)"
1331,Cricket listening music reading story books,cricket listening music reading story books,"Sports (cricket), Music & Dance (music), Reading & Writing (read), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read), Sports (cricket)"
1332,Hiking swimming,hiking swimming,"Sports (swim), Travel & Adventure (hiking)","Sports (swim), Travel & Adventure (hiking)"
1333,Cricket ,cricket,Sports (cricket),Sports (cricket)
1334,Dancing  Reading,dancing  reading,"Music & Dance (dancing), Reading & Writing (read)","Music & Dance (dancing), Reading & Writing (read)"
1335,Tennis,tennis,Sports (tennis),Sports (tennis)
1336,Listening music ,listening music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
1337,Playing online games traveling ,playing online games traveling,"Travel & Adventure (travel), Gaming (game)","Gaming (game), Travel & Adventure (travel)"
1338,Music Reading,music reading,"Music & Dance (music), Reading & Writing (read)","Music & Dance (music), Reading & Writing (read)"
1339,Learning about computersprogrammingvideo games,learning about computersprogrammingvideo games,"Reading & Writing (learn), Technology & Coding (programming), Gaming (game), Education & Study (learning)","Education & Study (learning), Gaming (game), Reading & Writing (learn), Technology & Coding (programming)"
1340,I like to spend time with my friend  playing badminton  watch series for entertainment,i like to spend time with my friend  playing badminton  watch series for entertainment,"Sports (badminton), Entertainment (watch)","Entertainment (watch), Sports (badminton)"
1341,Volleyball ,volleyball,Sports (volley),Sports (volley)
1342,Gaming,gaming,Gaming (gaming),Gaming (gaming)
1343,playing Basketball  Interested in GEOPOLITICS ,playing basketball  interested in geopolitics,Sports (basketball),Sports (basketball)
1344,Sports  Book readingtraveling,sports  book readingtraveling,"Sports (sport), Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Sports (sport), Travel & Adventure (travel)"
1345,Like to swim ,like to swim,Sports (swim),Sports (swim)
1346,Reading books and exploring life ,reading books and exploring life,"Reading & Writing (read), Travel & Adventure (exploring)","Reading & Writing (read), Travel & Adventure (exploring)"
1347,Gardening Reading books,gardening reading books,"Reading & Writing (read), Gardening (gardening)","Gardening (gardening), Reading & Writing (read)"
1348,Sports watching movies and listening to songs,sports watching movies and listening to songs,"Sports (sport), Music & Dance (song), Entertainment (movie), Mind & Wellness (listening)","Entertainment (movie), Mind & Wellness (listening), Music & Dance (song), Sports (sport)"
1349,Waching online shows and reading books,waching online shows and reading books,Reading & Writing (read),Reading & Writing (read)
1350,Drawing painting ,drawing painting,Arts & Crafts (drawing),Arts & Crafts (drawing)
1351,Book reading skating and travelling ,book reading skating and travelling,"Sports (skating), Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Sports (skating), Travel & Adventure (travel)"
1352,I like dancing drawing ,i like dancing drawing,"Arts & Crafts (drawing), Music & Dance (dancing)","Arts & Crafts (drawing), Music & Dance (dancing)"
1353,Swimming  Travelling ,swimming  travelling,"Sports (swim), Travel & Adventure (travel)","Sports (swim), Travel & Adventure (travel)"
1354,cooking  reading painting ,cooking  reading painting,"Arts & Crafts (painting), Reading & Writing (read), Cooking & Baking (cook)","Arts & Crafts (painting), Cooking & Baking (cook), Reading & Writing (read)"
